top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Tshirts,Navy Blue,Sports,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,57,Poor Match
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,71,Moderately Compatible
Jackets,Red,Casual,Fall,Trousers,Black,Formal,Fall,Formal Shoes,Brown,Formal,Winter,47,Poor Match
Jackets,Blue,Sports,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,53,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall,96,Highly Compatible
Shirts,Brown,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Casual,Winter,50,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,53,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,73,Moderately Compatible
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Fall,63,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,95,Highly Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,49,Poor Match
Shirts,Pink,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer,50,Poor Match
Tshirts,Red,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,White,Casual,Spring,78,Moderately Compatible
Tshirts,White,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,96,Highly Compatible
Tshirts,Maroon,Sports,Summer,Jeans,Black,Casual,Fall,Formal Shoes,Brown,Formal,Winter,22,Poor Match
Tshirts,Navy Blue,Sports,Summer,Trousers,Brown,Casual,Fall,Sports Shoes,Blue,Sports,Summer,48,Poor Match
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,37,Poor Match
Shirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Fall,47,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,49,Poor Match
Shirts,Green,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Tshirts,Black,Sports,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,89,Highly Compatible
Tshirts,Navy Blue,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,White,Casual,Summer,48,Poor Match
Tshirts,Navy Blue,Sports,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,82,Highly Compatible
Tshirts,Grey,Casual,Fall,Shorts,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,47,Poor Match
Shirts,Green,Casual,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,Grey,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Grey,Sports,Summer,84,Highly Compatible
Shirts,Pink,Casual,Summer,Track Pants,Grey,Casual,Summer,Sports Shoes,Red,Sports,Summer,51,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Brown,Casual,Summer,81,Highly Compatible
Shirts,Brown,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall,57,Poor Match
Shirts,Grey,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,78,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,67,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Winter,70,Moderately Compatible
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Red,Sports,Summer,49,Poor Match
Tshirts,Maroon,Sports,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Blue,Sports,Fall,40,Poor Match
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,57,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Spring,52,Poor Match
Shirts,White,Formal,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer,78,Moderately Compatible
Shirts,Green,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Spring,48,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Winter,62,Moderately Compatible
Tshirts,Green,Sports,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Brown,Casual,Winter,43,Poor Match
Sweatshirts,Black,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,81,Highly Compatible
Tshirts,Purple,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,77,Moderately Compatible
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall,73,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Silver,Sports,Summer,43,Poor Match
Tshirts,White,Casual,Summer,Shorts,Beige,Casual,Fall,Formal Shoes,Black,Formal,Summer,58,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer,60,Moderately Compatible
Shirts,Grey,Casual,Fall,Shorts,Black,Casual,Summer,Sports Shoes,Red,Sports,Summer,67,Moderately Compatible
Tshirts,Blue,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall,52,Poor Match
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,62,Moderately Compatible
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,52,Poor Match
Shirts,White,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Grey,Casual,Fall,59,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,63,Moderately Compatible
Shirts,Olive,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,Blue,Sports,Fall,41,Poor Match
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,70,Moderately Compatible
Shirts,Olive,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Brown,Casual,Summer,67,Moderately Compatible
Tshirts,Blue,Sports,Fall,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Black,Casual,Summer,62,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,68,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,White,Sports,Summer,36,Poor Match
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Formal,Summer,Sports Shoes,Black,Sports,Summer,47,Poor Match
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,39,Poor Match
Shirts,Brown,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer,81,Highly Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,42,Poor Match
Sweatshirts,Purple,Casual,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Silver,Sports,Summer,40,Poor Match
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,79,Moderately Compatible
Tshirts,Black,Sports,Fall,Trousers,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,61,Moderately Compatible
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,42,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,43,Poor Match
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Fall,40,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer,68,Moderately Compatible
Tshirts,Black,Sports,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Spring,36,Poor Match
Shirts,Brown,Casual,Fall,Trousers,Black,Formal,Summer,Casual Shoes,Blue,Casual,Fall,47,Poor Match
Shirts,Purple,Casual,Fall,Trousers,Blue,Formal,Fall,Casual Shoes,Brown,Casual,Summer,40,Poor Match
Shirts,Black,Casual,Summer,Track Pants,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall,57,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall,53,Poor Match
Tshirts,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,39,Poor Match
Tshirts,Navy Blue,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,White,Sports,Fall,51,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Summer,63,Moderately Compatible
Shirts,White,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,Blue,Sports,Fall,41,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,78,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,75,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,White,Casual,Fall,70,Moderately Compatible
Shirts,Yellow,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,57,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,53,Poor Match
Tshirts,Blue,Casual,Fall,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Winter,73,Moderately Compatible
Tshirts,Brown,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,93,Highly Compatible
Tshirts,Green,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,68,Moderately Compatible
Tshirts,Black,Sports,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,58,Poor Match
Shirts,Red,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,48,Poor Match
Tshirts,Navy Blue,Casual,Fall,Track Pants,Grey,Casual,Summer,Sports Shoes,Silver,Sports,Summer,58,Poor Match
Shirts,White,Formal,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Brown,Casual,Winter,34,Poor Match
Tshirts,Yellow,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter,57,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,91,Highly Compatible
Tshirts,Grey,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,73,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall,79,Moderately Compatible
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,43,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,51,Poor Match
Tshirts,Brown,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Blue,Casual,Summer,63,Moderately Compatible
Sweatshirts,Purple,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Shirts,Brown,Casual,Summer,Track Pants,Brown,Casual,Fall,Casual Shoes,White,Casual,Summer,81,Highly Compatible
Tshirts,Burgundy,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,78,Moderately Compatible
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,42,Poor Match
Shirts,Blue,Formal,Summer,Shorts,Black,Casual,Fall,Formal Shoes,Black,Formal,Summer,49,Poor Match
Tshirts,White,Casual,Summer,Trousers,Grey,Formal,Fall,Sports Shoes,Blue,Sports,Fall,35,Poor Match
Tshirts,Red,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Grey,Casual,Fall,70,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,81,Highly Compatible
Tshirts,Pink,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Winter,Sports Shoes,White,Sports,Summer,61,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,Brown,Casual,Winter,57,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,Grey,Casual,Fall,73,Moderately Compatible
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Red,Sports,Summer,41,Poor Match
Shirts,Grey,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,White,Casual,Summer,77,Moderately Compatible
Tshirts,Red,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Fall,58,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Black,Casual,Summer,41,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Summer,70,Moderately Compatible
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,69,Moderately Compatible
Shirts,Blue,Formal,Summer,Track Pants,Brown,Casual,Fall,Casual Shoes,Brown,Casual,Winter,38,Poor Match
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,53,Poor Match
Jackets,Red,Casual,Fall,Trousers,Black,Casual,Fall,Sports Shoes,Red,Sports,Summer,42,Poor Match
Shirts,Brown,Casual,Fall,Trousers,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,60,Moderately Compatible
Shirts,White,Formal,Summer,Trousers,Grey,Formal,Fall,Formal Shoes,Black,Formal,Fall,91,Highly Compatible
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,71,Moderately Compatible
Shirts,Brown,Casual,Summer,Trousers,Black,Formal,Fall,Formal Shoes,Black,Formal,Fall,70,Moderately Compatible
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall,57,Poor Match
Shirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,88,Highly Compatible
Shirts,Red,Formal,Fall,Shorts,Navy Blue,Sports,Fall,Casual Shoes,Brown,Casual,Summer,32,Poor Match
Jackets,Red,Sports,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Summer,47,Poor Match
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Summer,59,Poor Match
Shirts,Red,Formal,Fall,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,53,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,73,Moderately Compatible
Tshirts,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer,50,Poor Match
Shirts,Blue,Formal,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter,53,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,Black,Sports,Summer,68,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Red,Casual,Winter,52,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Grey,Sports,Summer,53,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer,71,Moderately Compatible
Shirts,Yellow,Casual,Fall,Trousers,Khaki,Casual,Fall,Casual Shoes,Black,Casual,Winter,59,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Blue,Casual,Fall,40,Poor Match
Sweatshirts,Purple,Casual,Fall,Trousers,Khaki,Formal,Fall,Sports Shoes,White,Sports,Summer,25,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Blue,Casual,Fall,49,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,63,Moderately Compatible
Tshirts,Grey,Casual,Fall,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Summer,72,Moderately Compatible
Tshirts,Purple,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,White,Casual,Fall,68,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,49,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,50,Poor Match
Tshirts,Navy Blue,Sports,Summer,Shorts,White,Casual,Summer,Casual Shoes,Beige,Casual,Winter,58,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Red,Sports,Summer,77,Moderately Compatible
Tshirts,White,Casual,Fall,Trousers,Green,Casual,Fall,Casual Shoes,White,Casual,Spring,68,Moderately Compatible
Tshirts,Navy Blue,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,57,Poor Match
Shirts,Red,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer,53,Poor Match
Shirts,Red,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall,72,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,82,Highly Compatible
Shirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Fall,58,Poor Match
Tshirts,Navy Blue,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,81,Highly Compatible
Tshirts,Navy Blue,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,White,Casual,Fall,60,Moderately Compatible
Tshirts,Purple,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,69,Moderately Compatible
Shirts,Brown,Casual,Summer,Trousers,Khaki,Casual,Fall,Sports Shoes,White,Sports,Summer,51,Poor Match
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall,57,Poor Match
Sweatshirts,Black,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall,82,Highly Compatible
Shirts,Red,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer,57,Poor Match
Shirts,Red,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,58,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,53,Poor Match
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer,41,Poor Match
Shirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Fall,59,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer,41,Poor Match
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,62,Moderately Compatible
Shirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Sports Shoes,Black,Casual,Summer,49,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,White,Sports,Summer,48,Poor Match
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer,49,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,93,Highly Compatible
Shirts,White,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,White,Casual,Summer,78,Moderately Compatible
Shirts,Blue,Formal,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Beige,Casual,Winter,43,Poor Match
Shirts,Purple,Formal,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Summer,49,Poor Match
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Summer,40,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,61,Moderately Compatible
Tshirts,Orange,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,Red,Sports,Summer,43,Poor Match
Tshirts,Brown,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall,71,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Tshirts,Grey,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Silver,Sports,Summer,50,Poor Match
Shirts,Green,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,38,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,38,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,62,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Jeans,Black,Casual,Fall,Sports Shoes,Blue,Sports,Summer,53,Poor Match
Tshirts,Red,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Fall,53,Poor Match
Shirts,Pink,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Grey,Sports,Summer,61,Moderately Compatible
Shirts,White,Casual,Fall,Shorts,Red,Sports,Summer,Sports Shoes,White,Sports,Fall,51,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,72,Moderately Compatible
Tshirts,Grey,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter,50,Poor Match
Tshirts,White,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer,83,Highly Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer,57,Poor Match
Tshirts,Orange,Casual,Fall,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,49,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall,59,Poor Match
Jackets,Red,Sports,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,Grey,Casual,Fall,43,Poor Match
Tshirts,Brown,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall,58,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,77,Moderately Compatible
Tshirts,Grey,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Red,Sports,Summer,75,Moderately Compatible
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall,68,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Fall,75,Moderately Compatible
Shirts,Brown,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,81,Highly Compatible
Tshirts,Yellow,Casual,Summer,Trousers,Black,Casual,Fall,Formal Shoes,Black,Formal,Winter,38,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,White,Casual,Summer,82,Highly Compatible
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Fall,57,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Black,Sports,Summer,71,Moderately Compatible
